Name,Rating,Type,Type1,Hours,About,suggest_duration,ImageURL,Address,Guide
Patriots Point Naval & Maritime Museum,5.0, Speciality Museums , History Museums,9:00 AM - 6:30 PM,"The history of Patriots Point Naval & Maritime Museum began in June 1975 when the legendary aircraft carrier USS Yorktown entered Charleston Harbor. A few months later, the USS Yorktown was dedicated as the first ship of the Naval & Maritime Museum on the 200th birthday of the United States Navy. Patriots Point Naval & Maritime Museum was officially opened to the public on January 3, 1976. Today the museum consists of the aircraft carrier USS Yorktown (CV-10) with 29 aircraft on display from WWII to the present; the USS Laffey (DD-724), a Sumner-class destroyer; and the USS Clamagore (SS-343), a GUPPY III submarine. The Congressional Medal of Honor Society is headquartered here and their official Medal of Honor Museum is onboard the USS Yorktown. There is also a Cold War Sub Memorial and Vietnam Support Base Camp on the surrounding grounds.",More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/f1/62/10/yorktown.jpg?w=100&h=-1&s=1,"40 Patriots Point Rd, Mount Pleasant, SC 29464-4377",NULL
Lori Wilson Park,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/70/b9/7a/lori-wilson-park.jpg?w=100&h=-1&s=1,NULL,NULL
Bucks County Playhouse,4.5,NULL,NULL,12:00 PM - 5:00 PM,"Founded in 1939 in a converted 1790 gristmill, Bucks County Playhouse quickly became “the most famous summer theatre in America,” featuring a roster of American theatrical royalty including Helen Hayes, George S. Kaufman, Moss Hart, Kitty Carlisle, Angela Lansbury, Alan Alda, Tyne Daly, Bernadette Peters, and Liza Minnelli and remained in continuous operation until 2010. In 2012, the Playhouse re-opened after a multi-million-dollar restoration thanks to the efforts of the Bridge Street Foundation. In 2018, the Playhouse unveiled The Deck, a 4,000 square foot Delaware-river view restaurant. In 2014, Tony Award-winning producers Alexander Fraser and Robyn Goodman took the helm of the Playhouse. Today the creative teams who create new productions here are among the most talented artists working in the professional theatre. They relish the opportunity to work on the historic stage where Grace Kelly, Robert Redford, and Jessica Walter began their careers.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/36/65/62/bucks-county-playhouse.jpg?w=100&h=-1&s=1,"70 S Main St, New Hope, PA 18938-1344",NULL
Old Town Scottsdale,4.0,NULL,NULL,12:00 AM - 11:59 PM,"This quaint neighborhood in greater Phoenix is a shopping galore with a charming Old West feel. Old Town Scottsdale is the perfect spot for snatching gorgeous turquoise jewelry, but make sure you browse all the unique boutique shops in the area—you'll find a variety of items from high-end pieces to trinkets. Visit the trendy art galleries and the weekly farmers’ market, and pick your favorite diner to get a plentiful meal while walking around the well-preserved streets of the district. 

Baseball fans can swing by the Scottsdale Stadium to watch the San Francisco Giants spring training. – Tripadvisor",More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8c/4e/82/old-town-scottsdale.jpg?w=100&h=-1&s=1,,NULL
Jack Sisemore Traveland RV Museum,5.0,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/48/a5/b6/jack-sisemore-traveland.jpg?w=100&h=-1&s=1,"4341 Canyon Dr, Amarillo, TX 79110-1901",NULL
Poipu Beach Park,4.5,Beaches , Parks,NULL,"Located on Kauai's sunny shores, this beach is particularly popular for swimming, bodyboarding, surfing, and snorkeling. (And if you're lucky, you can spot Hawaiian monk seals here, too.)",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/58/38/6a/photo5jpg.jpg?w=100&h=-1&s=1,"Hoona Rd, Poipu, Koloa, Kauai, HI 96756",NULL
Venice Fishing Pier,4.5,NULL,NULL,12:00 AM - 11:59 PM,"Venice Fishing Pier, 1600 Harbor Dr. S., Venice Island, FL 34285. OPEN DAILY. Fishing License is NOT Required. The Venice Fishing Pier is located at Brohard Park on the south end of the island of Venice, and is owned by the City of Venice. The 700-foot Pier is a great location for fishing and to end the day watching a beautiful sunset. Connected to Sharky's on the Pier, the only beachfront restaurant in the Venice area, the Pier offers Papa's Bait Shop, with live & frozen bait, coffee, treats, jackets, shirts, and more. Nearby are six picnic shelters, two sand volleyball courts, and public restrooms with showers. Open at all times. There is no fee to access the Pier and avid and amateur fisherman of all ages can fish from the Pier without a fishing license.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/1b/2c/5b/venice-fishing-pier.jpg?w=100&h=-1&s=1,"1600 Harbor Dr S, Venice, FL 34285-3700",NULL
Hell's Revenge,5.0,NULL,NULL,NULL,Challenging 9-mile Jeep trail.,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/3d/9f/11/photo0jpg.jpg?w=100&h=-1&s=1,NULL,NULL
Pride Mountain Vineyards,5.0,NULL,NULL,10:00 AM - 3:30 PM,"Pride Mountain Vineyards specializes in red wine production, mainly Cabernet Sauvignon and Merlot. The property is only open for wine tasting appointments to guests with a prior appointments. In compliance of our local codes and use-permits all appointments must be made in advance of arrival. Thank you, Pride Mountain Vineyards",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b4/20/a1/sonoma-border-at-2100.jpg?w=100&h=-1&s=1,"4026 Spring Mountain Rd By Appointment Only, Wine Tasting, St. Helena, CA 94574-9773",NULL
Queen's Bath,4.5,NULL,NULL,NULL,"Once a bathing spot for the royals, this stunning natural pool is now a popular summertime attraction. To get there, you'll need to take a 15-minute hike across slippery lava rocks, so wear a good pair of shoes. In summer, the pool resembles a large hot tub and the waters are calm and clear.

During winter, however, the water can be treacherous, so avoid visiting during those months; the pool may even be closed. Before you go, be sure to check the surf report online, and only attempt the hike down if the waves are less than four feet high. 

– Tripadvisor",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/d8/ba/4c/amazing-place-to-swim.jpg?w=100&h=-1&s=1,"Kapiolani Loop, Princeville, Kauai, HI 96722",NULL
Coca-Cola Park,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f2/62/bd/yes-within-moments-the.jpg?w=100&h=-1&s=1,"1050 Iron Pigs Way, Allentown, PA 18109-3513",NULL
Kilauea Volcano,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/42/e1/6e/kilauea-volcano.jpg?w=100&h=-1&s=1,NULL,NULL
Jacuzzi Family Vineyards,4.5,NULL,NULL,10:30 AM - 5:00 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/0e/6a/34/jacuzzi-family-vineyards.jpg?w=100&h=-1&s=1,"24724 Arnold Dr, Sonoma, CA 95476-2814",NULL
Saugatuck Dune Rides,5.0,NULL,NULL,10:00 AM - 5:30 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/1c/29/a8/view-of-lake.jpg?w=100&h=-1&s=1,"6495 Blue Star Hwy, Saugatuck, MI 49453-9464",NULL
Village of Baytowne Wharf,4.5,Points of Interest & Landmarks , Piers & Boardwalks,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/57/f7/c5/village-of-baytowne-wharf.jpg?w=100&h=-1&s=1,"9100 Baytowne Wharf Blvd, FL 32550-1815",NULL
Schreiner's Iris Gardens,5.0,NULL,NULL,NULL,"Iris bloom season is in the month of May. OPEN DAILY MAY 6th - MAY 31, 2022 9AM - 6PM. Visit our website for details on bloom season events and to purchase tickets. Iris Display Gardens closed in summer and winter months. OFFICE remains open year-round, Monday - Friday, 8:00 am - 4:30 pm; office is closed select holidays.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/97/58/65/schreiner-s-iris-gardens.jpg?w=100&h=-1&s=1,"3625 Quinaby Rd NE, Salem, OR 97303-9720",NULL
Falls Park,4.5,NULL,NULL,5:00 AM - 12:00 AM,Park with waterfalls where the river flows over many tiers of Sioux quartzite.,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/c3/d2/a4/falls-park-from-the-observatio.jpg?w=100&h=-1&s=1,"131 E Falls Park Dr, Sioux Falls, SD 57103",NULL
Hillside Winery,5.0,NULL,NULL,10:00 AM - 8:00 PM,"Featuring Italian Style and Bubbly wines with free tours and tastings.The second newest winery in the mountains of East Tennessee, right in the middle of one of America's favorite vacation spots: the Sevierville, Pigeon Forge, Gatlinburg, and Smoky Mountains Area! Come sample the excellence of our Italian style and Sparkling wines. Our educational and family friendly tours are a great way to learn about the wine making process! Tastings are always free and other Tennessee products are often available for sampling.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/0e/f1/51/20160717-163924-largejpg.jpg?w=100&h=-1&s=1,"229 Collier Dr, Sevierville, TN 37862-6911",NULL
Stag's Leap Wine Cellars,4.5,NULL,NULL,10:00 AM - 4:30 PM,We are excited to welcome you back to the beautiful FAY Outlook & Visitor Center. This year marks our 45th Anniversary of winning the Judgment of Paris. We invite you to come enjoy indoor or outdoor wine tastings with stunning panoramic views of FAY Vineyard and the Stags Leap Palisades. Experience top-notch hospitality while we deliver a superb tasting experience featuring our world-class Cabernet Sauvignons. Our hours have been adjusted and reservations are now required for wine tasting and orders via curbside pick-up.,1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/0e/42/48/fay-outlook-visitor-center.jpg?w=100&h=-1&s=1,"5766 Silverado Trl, Napa, CA 94558-9413",NULL
Myrtle Beach SkyWheel,4.5, Rides & Activities , Observation Decks & Towers,11:00 AM - 11:00 PM,"Elevate Your Perspective! High above the beach and far from the stresses of everyday life awaits an unforgettable experience that soars over 20 stories above the Atlantic Ocean. The SkyWheel features 42 climate-controlled gondolas that offer an uplifting experience for children and adults of all ages. Open day and night, 363 days a year!",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/9a/57/b6/myrtle-beach-skywheel.jpg?w=100&h=-1&s=1,"1110 N Ocean Blvd, Myrtle Beach, SC 29577-3755",NULL
Revs Institute,5.0,NULL,NULL,10:00 AM - 4:00 PM,"Revs Institute® is open each week on Tuesday, Thursday and Saturday from 10:00 AM to 4:00 PM. Tickets must be purchased in advance online for specific dates/times. No telephone orders or walk-up visitors can be accommodated. Revs Institute is dedicated to the study of the automobile past, present and future. Revs Institute offers visitors an exceptional opportunity to view over 100 of the most influential automobiles of our time. Many of the cars are unique or exceptionally rare, and each meets rigid standards of historical, technical, aesthetic or social significance. Revs Institute is a not-for-profit 501(c)(3) organization.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d8/5b/4d/revs-institute.jpg?w=100&h=-1&s=1,"2500 Horseshoe Dr S, Naples, FL 34104-6119",NULL
Vietnam Veterans Memorial,4.5,NULL,NULL,NULL,Emotionally stirring memorial pays tribute to the men and women who served in one of America's most controversial wars.,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ed/d8/94/vietnam-veterans-memorial.jpg?w=100&h=-1&s=1,"5 Henry Bacon Dr NW, Washington DC, DC 20002",NULL
Navy Seal Museum,5.0,NULL,NULL,10:00 AM - 4:00 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/32/f8/6c/20180225-115713-largejpg.jpg?w=100&h=-1&s=1,"3300 N Highway A1a, Fort Pierce, FL 34949-8520",NULL
Museum of International Folk Art,4.5,NULL,NULL,10:00 AM - 5:00 PM,"Open 10am to 5pm Tuesday through Sunday. Closed Christmas Day, New Year's Day, Easter & Thanksgiving holidays. Current exhibitions include Cartoneria Mexicana / The art  of Paper and Paste, Yōkai: Ghosts & Demons of Japan, Lloyd's Treasure Chest: Folk Art in Focus, plus more than 120,000 objects are on display in the long term exhibition Multiple Visions, A Common Bond by architect and designer Alexander Girard. This international folk art collection includes miniature buildings, streets and village scenes from more than 100 different countries. There are no text panels in this exhibition, the cases are numbered. If you miss the Docent walk-in tour, pick up a multi-media tour at the front desk or a grab a printed gallery guide at either entrance. Kids 16 and under and Museum of New Mexico Foundation Members always free!",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/17/81/30/wide-variety-of-folk.jpg?w=100&h=-1&s=1,"706 Camino Lejo on Museum Hill, Santa Fe, NM 87505-7511",NULL
Nugget Falls,5.0,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/07/50/85/20190607-114227-largejpg.jpg?w=100&h=-1&s=1,"Photo Point Trail, Juneau, AK 99801",NULL
Haleakala Crater,4.5, Geologic Formations , Volcanos,NULL,"Part of the larger of the two volcanoes that make up Maui, this peak is more than 10,000 feet up and the highest point on the island.",More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/31/f1/fa/haleakala-crater.jpg?w=100&h=-1&s=1,NULL,NULL
Mission San Luis Rey,4.5,NULL,NULL,10:00 AM - 5:00 PM,"Founded in 1798, Mission San Luis Rey de Francia, known as the ""King of the Missions,"" is a National Historic Landmark. The largest of all the 21 California missions, it is home to a community of Franciscan Friars and is open daily to the public in the Franciscan tradition of heritage and hospitality. Facilities include a Retreat Center with day and overnight programs for spiritual renewal, multi-function meeting spaces, a Cemetery open to all people, Mission Gift Shop, Historic Church and interpretive Museum.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/2f/b2/e0/20170502-070614-largejpg.jpg?w=100&h=-1&s=1,"4050 Mission Ave., Oceanside, CA 92057-6402",NULL
National Civil Rights Museum - Lorraine Motel,5.0,Historic Sites , History Museums,9:00 AM - 5:00 PM,"At the place of Dr. Martin Luther King, Jr.'S death in 1968 in Memphis, TN, the National Civil Rights Museum is a renowned educational and cultural institution. The Museum chronicles the American Civil Rights Movement with compelling presentations of iconic exhibits, oral histories of lesser-known civil rights foot soldiers, and visceral, in-the-moment experiences. Visitors will learn through emotionally charged, multi-user, multi-touch interactives, and a visually engaging, contemporary exhibit design that guides you through five centuries of history. Bring the whole family.",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/67/e4/1f/img-20200612-220700-846.jpg?w=100&h=-1&s=1,"450 Mulberry St, Memphis, TN 38103-4214",NULL
